text	label
firebrand	0
all the mighty	0
no longer quite ready to follow	0
continues to move ahead from the existing basis	1
opposed	0
accepted	1
denounced	0
front and centre	0
early	1
should always	1
backing out	0
will hopefully	1
lack of religious freedom	0
a primitive thirst for revenge	0
concern	0
would be accepted	1
is also the most risky	0
allegations	0
seek	1
has had good reasons	1
would stop	1
a dramatic warning	0
a success	1
died and gone to heaven	1
take to the streets	0
gross misstatement	0
tendency toward confrontation	0
arguing	1
evil in politics	0
the suspicions	0
as if our country had a human rights problem	0
came forward justifying	1
rankles	0
fail	0
condemned	0
wait - and - see	0
to trample upon	0
destroys the fundamental principles of subordination	0
yet	0
great	1
could approve	0
to crush	0
should not be loaded with all the world 's sins	0
fails to exploit	0
had not heeded	0
support	1
just to embarrass the administration	0
seriously flawed	0
violator of human rights	0
safeguarding	1
improve the fate	1
may well	1
there is no will to discuss it	0
no tears will be shed in this corner	0
gave free rein	0
favorably	1
fattening	0
a strong turnout favored him	1
are urged	0
will be substantially reduced	0
hardly ring true	0
only deserves rejection	0
not favored	0
shoot president mugabe out of office	0
enormous implications	0
fails	0
assurances	1
end of its colonialist occupation	0
deserve justice and to be treated as war criminals	0
success of western europe after world war ii laid in its creation of the good neighborly field	1
impinge	0
wants	0
does not care	0
blaming	0
rather tarnished	0
big drawback	0
wide awake	1
not adequately free and fair	0
warmongering	0
too	0
have grave doubts	0
had alienated	0
firmly oppose	0
do n't need the kind of politician brian tobin had become	0
certain excesses	0
closer to hypocrisy than to murderous hatred	0
proved that the world stands on the side of justice	1
will have all sorts of misgivings	0
full support	1
in gleaming suits	0
legitimate self - defence	1
defective nature of our constitutional framework	0
reached boiling point	0
supposed pre - eminence	0
went so far	0
negatively	0
had no respect for any religion , faith , norms , decency , human rights and rules	0
is asking	1
he should receive a vote of confidence	1
persistent	0
would remake venezuela to benefit the poor	1
refused to allow	0
widespread disgust	0
sympathy	0
innocent	1
not at all	0
warm	1
think	0
daylight robbery	0
would never forget	0
humane , legal , and proper	1
decisions	0
his axis of evil remark	0
has not failed	1
meaningless	0
looked in tears	0
is not , in the first place , willing to recognize	0
greater protests	0
lost reason	0
might even be higher than	0
thousands	0
common - sense	1
the wish of	1
the willingness of most western governments to tolerate abuses	0
stick to	1
fear	0
crash course	0
the daunting problem of sparking an economic recovery	0
overcome	1
you 're	0
thanks to	1
puts off any	0
would be nothing without the chic and prestige conferred by elite u . s . universities	0
overreacting	0
put itself in a difficult position	0
in protest	0
have accused	0
was it only the wish of socialist propaganda in those words	0
an even worse situation	0
may step up sabotage	0
opposition	0
legitimate	1
does not do what it is supposed to do	0
biased propaganda	0
stands on the israeli side	1
is now condemned	0
dignity	1
pleased	1
tarnishing the us role	0
suggested	1
deliberate	0
strikingly illustrated	1
turn its back	0
shut away	0
happiness and worry	0
criticisms	0
befallen	0
freely	1
has called for	1
has never tried	0
not the zionists	1
putting at least part of the blame	0
peaceful resolution	1
made nonsensical gaffes	0
accused of	0
has been committed	1
eagerly	0
sat back with arms folded would have made us all hostages	0
peace to prevail	1
could not be said	0
seizes a weeping globe in his monster - size hands	0
found solidarity in the view	1
abundantly clear	0
the world 's biggest exporter	0
merely reflects	0
take what you can while you can	0
meaningless	0
to the president 's misfortune	0
would set a precedent that could affect the fate of us soldiers sent out to risky areas of this planet	0
as bad as the prospects of change seem to be	0
will not admit	0
touched such heights	0
has demoralized and corrupted	0
whose land was occupied	0
recognition	1
accused	0
useless sophistry	0
if there were serious problems	0
grown too tired	0
condemn	0
offered	1
back away from	0
endorsed	1
tensions	0
do not realize	1
in praise of those 'damn yankees	1
ridiculously few	0
good guests	1
not been treated properly	0
as good as his word	0
agreed	1
seeking	1
condemning	0
would not support	0
thanked	1
such a report	0
systematically stealing	0
war freak	0
obvious domestic difficulties	0
unmistakable and potentially disastrous	0
most promising	1
moral mistake	0
interest	1
eventually offered talks	1
bothers	0
guarantee	1
has put west asia on the brink of another war	0
only just begun	0
strong support expressed	1
futile	0
most open	1
foresaw	0
no more	1
exemplary	1
backing	1
unrealistic	0
uncontrolled violence would be unleashed	0
stirring up the emotive land issue merely to garner support	0
was not enough	0
muslim fanatics	0
were irritated	0
criticisms	0
axis of evil	0
invited	1
those who are not with him are against him	0
constructive and cooperative relationship	1
nearly invisible	0
to teach everyone , the british first	0
independent	1
american pressure	0
as soon as possible	1
will be lower	1
continue to strengthen	1
will only invite worse criticism and rejection	0
nothing practical	0
asked	0
will be just as good	1
much more can be accomplished	1
the support	1
would never readily agree	0
predatory behaviour	0
extra - judicial liquidations	0
opposed	0
will weaken soon	0
such measures	0
are known for being negative	0
wishes of	0
remains committed	1
short but tumultuous	0
desperate	0
arrest thousands of innocent people	0
try to threaten	0
unveiled the new plan that calls for	1
to despair	0
pronounced	1
chief opponent of	0
the modern , 21st - century version of the stars and stripes	0
simply a blatant act of the world 's worst rogue state to do someone harm	0
who did not drop out of law school as i did	0
claiming to represent	1
responsible for zimbabwe 's crisis	0
forced him	0
proud	1
it will ring with hypocrisy	0
wish	1
not free and fair	0
well	1
same shit , different day	0
before it disappears	0
threatening america and its friends and allies	0
are also against	0
as the saying goes , when you pull up the turnip , mud comes with it	0
emphasized	1
the radical wing of anti - castro exiles	0
inappropriate	0
has always sought	1
had contested	0
criminals	0
making liberal use of the but construction	0
supported	1
wrangling	0
were protesting	0
american background	0
in hell	0
difficulties as being insurmountable	0
protests	0
not	0
as if they were quarries	0
indifferent	0
has issued an assassination order	0
would still never be justifiable	0
dictation from the us	0
independent	1
has confirmed	1
amazingly roomy	1
very hard time	0
suddenly going to become reasonable	0
have not been able to live without	0
strong support	1
crushed politically , socially , economically	0
unacceptable	0
voices critical	0
can not make more concessions	0
boycott	0
provocations	0
attacks	0
embraced	1
fair shares	1
have n't already violated	0
warned	0
gives the saudi government its due	1
promise	1
enough	0
interfere	0
will acknowledge	1
can`t be a minority if there is no nation	0
is reluctant	0
supporting	1
are ready	1
encouraged	1
will be meaningless	0
wants	1
remaining problems	0
cheated	0
simply	0
support	1
was annoyed	0
wold rather	1
are bent on destroying	0
would be difficult because	0
to maintain calm , to keep faith , to continue working on the road toward democracy , freedom and peace	1
not in keeping with	0
difficult	0
sacrificing	0
what occured in the united states on 11 september	0
at last	1
thought	0
sneaked into	0
as if it was a greek cypriot republic	0
supports	1
is now intolerable for the dignity	0
thanks to	1
considered	1
great leader	1
abusing human rights	0
most radical israeli hardliners	0
think	0
a window of opportunity	1
grave violation	0
unreasonable	0
day one : brian decides it 's finally time to learn how to diaper the baby	0
private diplomacy	0
the ideal of a world kingdom	0
if it becomes more of a nuisance	0
possibly even endanger	0
evaluated	0
criticizing	0
are not competitive enough	0
chimed in	1
not in line with international standards	0
the israeli criminals of war	0
stands alone	0
any reckless action	0
believe	1
lack of transparency	0
even more difficult	0
complained	0
very substantial	0
seek peace	1
accused	0
increasing attacks	0
concern has spread	0
is disgusted	0
civilized society	1
threats	0
interests	1
believe	1
intimidation	0
the success of the rio conference	1
not even	0
club gitmo	0
reject	0
not a fair election	0
a hidden subsidy	0
obsession with	0
concerted moral resistance	1
of course	0
clearly influenced by the greeks	0
questionable	0
it is certainly playing games	0
commit further acts of terrorism	0
abandonment	0
will not withdraw	0
will not succeed	0
glib	0
the distress	0
kid glove	0
could force	0
may be disconcerted	0
suspected	0
humiliation of	0
should not tolerate	0
was very strong about this	1
but	0
defiant stance	0
has held the high goal	1
sanctions against	0
waning grip on power	0
recommendations	1
harsh criticism	0
critical	0
he is an australian citizen , and australia is not the 51st state of america	0
is now promoting	1
quit its moves to obstruct a fair middle east settlement	0
humane	1
have expressed interest	1
urge	1
objection	0
suggested	1
expulsion	0
fraud - tainted	0
distortion of reality	0
well , heaven without the 72 virgins	0
hopes	1
rejecting	0
something special , as god 's own country .	1
very warm	1
in favor	1
longest destructive war	0
lowly outpost	0
not happy	0
refused to grant	0
still wants	1
has proven to be	1
doubly difficult	0
continuing waste of human life	0
affected by the lackluster economy	0
quite freely	1
are unanimously demanding	1
to demand	1
is a simple prejudice	0
expressed regrets	0
prejudged	0
to be enemies	0
accusing	0
arbitrarily	0
the crime they have committed together	0
concern	0
political disadvantage	0
set priorities	1
sought	1
without having any proof , reason or documentation	0
commits a crime	0
nonbelligerent	1
fresh - meat	0
launched a stinging attack	0
continues to demolish	0
rejected	0
grew so unhappy	0
are dangerous terrorists	0
political warning must be heeded	0
expresses the concern	0
serve as a warning	0
have pressed	1
criticism	0
there are a few ambiguous points	0
